,k,q_squared,x_b,t,phi,sigma,sigma_stat_plus,ReH,ReE,ReHt,dvcs
988,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,67.5,0.0094000864773988,0.0001999999949475,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
989,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,82.5,0.009320399723947,0.0001800000027287,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
990,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,97.5,0.009248087182641,0.0001800000027287,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
991,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,112.5,0.0091861756518483,0.0001800000027287,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
992,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,127.5,0.0091361487284302,0.0001699999993434,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
993,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,142.5,0.009098581969738,0.0001699999993434,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
994,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,157.5,0.0090735927224159,0.0001699999993434,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
995,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,172.5,0.0090611288323998,0.0001699999993434,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
996,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,187.5,0.0090611288323998,0.0001999999949475,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
997,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,202.5,0.0090735927224159,0.0002099999983329,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
998,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,217.5,0.009098581969738,0.0002099999983329,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
999,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,232.5,0.0091361487284302,0.0001900000061141,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1000,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,247.5,0.0091861756518483,0.0001999999949475,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1001,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,262.5,0.009248087182641,0.0002200000017182,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1002,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,277.5,0.009320399723947,0.0002200000017182,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1003,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,292.5,0.0094000864773988,0.0002200000017182,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1004,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,307.5,0.0094818463549017,0.0002200000017182,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1005,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,322.5,0.0095576429739594,0.0002600000007078,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1006,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,337.5,0.009617218747735,0.0002899999963119,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1007,8.85099983215332,4.53000020980835,0.5009999871253967,-0.479559987783432,352.5,0.0096503188833594,0.0003199999919161,-2.20768831994676,-0.31,-0.1818153730489916,0.0080491916444259
1008,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,7.5,0.0067869191989302,0.0004400000034365,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1009,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,22.5,0.0067388247698545,0.0004199999966658,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1010,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,37.5,0.0066556883975863,0.0002899999963119,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1011,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,52.5,0.0065557733178138,0.0002200000017182,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1012,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,67.5,0.0064546135254204,0.0001900000061141,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1013,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,82.5,0.0063619315624237,0.0001800000027287,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1014,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,97.5,0.006282374728471,0.0001699999993434,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1015,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,112.5,0.0062174038030207,0.0001800000027287,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1016,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,127.5,0.006166870240122,0.0001699999993434,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1017,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,142.5,0.0061300126835703,0.000159999995958,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1018,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,157.5,0.0061059929430484,0.0001699999993434,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1019,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,172.5,0.0060941572301089,0.0001800000027287,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1020,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,187.5,0.0060941572301089,0.0001900000061141,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1021,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,202.5,0.0061059929430484,0.0001999999949475,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1022,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,217.5,0.0061300126835703,0.0001999999949475,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1023,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,232.5,0.0061668697744607,0.0001999999949475,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1024,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,247.5,0.0062174033373594,0.0001900000061141,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1025,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,262.5,0.0062823751941323,0.0001900000061141,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1026,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,277.5,0.0063619315624237,0.0001900000061141,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1027,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,292.5,0.0064546135254204,0.0001999999949475,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1028,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,307.5,0.0065557733178138,0.0002500000118743,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1029,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,322.5,0.0066556883975863,0.0003000000142492,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1030,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,337.5,0.0067388238385319,0.0003800000122282,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1031,8.85099983215332,4.559999942779541,0.5040000081062317,-0.547510027885437,352.5,0.0067869191989302,0.00044999999227,-1.951729462873299,-0.31,-0.1271577339971191,0.0053413575222943
1032,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,7.5,0.0037339041009545,0.0005900000105611,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1033,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,22.5,0.0036719068884849,0.0005399999790824,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1034,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,37.5,0.003568903543055,0.0003600000054575,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1035,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,52.5,0.0034516216255724,0.0002800000074785,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1036,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,67.5,0.003339544404298,0.0001999999949475,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1037,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,82.5,0.0032422917429357,0.0001800000027287,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1038,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,97.5,0.0031626792624592,0.0001699999993434,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1039,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,112.5,0.0031001707538962,0.0001699999993434,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1040,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,127.5,0.0030530518852174,0.000159999995958,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1041,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,142.5,0.0030194902792572,0.0001800000027287,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1042,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,157.5,0.0029979781247675,0.0001699999993434,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1043,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,172.5,0.0029874816536903,0.0001800000027287,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1044,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,187.5,0.0029874816536903,0.0001999999949475,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1045,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,202.5,0.0029979781247675,0.0002099999983329,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1046,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,217.5,0.0030194905120879,0.0002099999983329,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1047,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,232.5,0.0030530518852174,0.0001999999949475,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1048,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,247.5,0.0031001709867268,0.0001999999949475,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1049,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,262.5,0.0031626792624592,0.0001999999949475,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1050,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,277.5,0.0032422917429357,0.0001900000061141,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1051,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,292.5,0.003339544404298,0.0002099999983329,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1052,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,307.5,0.0034516216255724,0.0002600000007078,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1053,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,322.5,0.003568903543055,0.0003399999986868,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1054,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,337.5,0.0036719068884849,0.0004799999878741,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1055,8.85099983215332,4.570000171661377,0.5059999823570251,-0.6138200163841248,352.5,0.0037339041009545,0.0005900000105611,-1.7420262309378265,-0.31,-0.0715312507112103,0.0024169239491574
1056,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,7.5,-0.0009182293433696,0.000850000011269,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1057,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,22.5,-0.0009965281933546,0.0006399999838322,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1058,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,37.5,-0.0011195894330739,0.0003499999875202,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1059,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,52.5,-0.001249921740964,0.0002200000017182,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1060,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,67.5,-0.0013656297232955,0.0001699999993434,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1061,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,82.5,-0.0014596037799492,0.0001500000071246,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1062,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,97.5,-0.001532364054583,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1063,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,112.5,-0.0015869694761931,0.0001199999969685,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1064,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,127.5,-0.0016266963211819,0.0001199999969685,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1065,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,142.5,-0.0016542465891689,0.0001199999969685,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1066,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,157.5,-0.0016715796664357,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1067,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,172.5,-0.0016799441073089,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1068,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,187.5,-0.0016799441073089,0.0001500000071246,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1069,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,202.5,-0.001671579782851,0.0001500000071246,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1070,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,217.5,-0.0016542465891689,0.000159999995958,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1071,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,232.5,-0.0016266964375972,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1072,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,247.5,-0.0015869694761931,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1073,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,262.5,-0.0015323641709983,0.0001400000037392,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1074,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,277.5,-0.0014596041291952,0.000159999995958,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1075,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,292.5,-0.0013656297232955,0.0001800000027287,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1076,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,307.5,-0.001249921740964,0.0002500000118743,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1077,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,322.5,-0.0011195896659046,0.0003699999942909,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1078,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,337.5,-0.0009965287754312,0.0006000000284984,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1079,8.85099983215332,4.590000152587891,0.5080000162124634,-0.7072799801826477,352.5,-0.0009182293433696,0.0006999999750405,-1.5413851712546076,-0.31,0.0098186900736466,-0.0020756875972523
1080,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,7.5,0.0126200225204229,0.0003399999986868,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1081,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,22.5,0.012569110840559,0.0003199999919161,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1082,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,37.5,0.0124752717092633,0.0002800000074785,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1083,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,52.5,0.012351837940514,0.0003100000030826,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1084,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,67.5,0.0122137302532792,0.0002699999895412,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1085,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,82.5,0.0120743550360202,0.0002699999895412,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1086,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,97.5,0.0119440173730254,0.0002600000007078,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1087,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,112.5,0.0118296928703784,0.0002600000007078,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1088,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,127.5,0.0117355929687619,0.000239999993937,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1089,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,142.5,0.011663980782032,0.000239999993937,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1090,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,157.5,0.0116159208118915,0.0002300000051036,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1091,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,172.5,0.0115918274968862,0.0002300000051036,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1092,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,187.5,0.0115918274968862,0.000239999993937,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1093,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,202.5,0.0116159208118915,0.000239999993937,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1094,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,217.5,0.011663980782032,0.0002300000051036,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1095,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,232.5,0.0117355939000844,0.0002500000118743,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1096,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,247.5,0.0118296928703784,0.0002500000118743,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1097,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,262.5,0.0119440173730254,0.0002899999963119,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1098,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,277.5,0.0120743550360202,0.0002899999963119,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1099,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,292.5,0.0122137302532792,0.0002800000074785,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1100,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,307.5,0.012351837940514,0.0002800000074785,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1101,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,322.5,0.0124752717092633,0.0003199999919161,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1102,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,337.5,0.012569110840559,0.0003100000030826,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1103,8.847000122070312,5.329999923706055,0.4819999933242798,-0.3853699862957001,352.5,0.0126200225204229,0.0003199999919161,-2.390496483529552,-0.31,-0.2431562099674539,0.0093748213586362
1104,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,7.5,0.0098341228440403,0.0003999999898951,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1105,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,22.5,0.0097364634275436,0.0003600000054575,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1106,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,37.5,0.0095648225396871,0.0003100000030826,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1107,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,52.5,0.0093541499227285,0.0002600000007078,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1108,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,67.5,0.0091365706175565,0.000239999993937,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1109,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,82.5,0.0089341327548027,0.0002500000118743,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1110,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,97.5,0.0087585961446166,0.0002200000017182,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1111,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,112.5,0.0086144255474209,0.0001999999949475,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1112,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,127.5,0.0085020065307617,0.0001900000061141,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1113,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,142.5,0.0084199523553252,0.0002099999983329,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1114,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,157.5,0.0083664851263165,0.0001999999949475,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1115,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,172.5,0.0083401482552289,0.0002099999983329,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1116,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,187.5,0.0083401482552289,0.0001999999949475,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1117,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,202.5,0.0083664851263165,0.0002200000017182,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1118,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,217.5,0.0084199523553252,0.0001999999949475,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1119,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,232.5,0.0085020065307617,0.000239999993937,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1120,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,247.5,0.0086144255474209,0.0002300000051036,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1121,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,262.5,0.0087585961446166,0.0002300000051036,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1122,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,277.5,0.0089341327548027,0.0002600000007078,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1123,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,292.5,0.0091365706175565,0.0002699999895412,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1124,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,307.5,0.0093541499227285,0.0002899999963119,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1125,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,322.5,0.0095648225396871,0.0003100000030826,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1126,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,337.5,0.0097364634275436,0.0003499999875202,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1127,8.847000122070312,5.340000152587891,0.4830000102519989,-0.445609986782074,352.5,0.0098341228440403,0.0003900000010617,-2.180368835955176,-0.31,-0.1939944386667603,0.0067416024422686
1128,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,7.5,0.006822062190622,0.0005799999926239,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1129,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,22.5,0.0066926991567015,0.00044999999227,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1130,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,37.5,0.0064747193828225,0.0003300000098533,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1131,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,52.5,0.0062223533168435,0.0002699999895412,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1132,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,67.5,0.0059777721762657,0.000239999993937,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1133,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,82.5,0.005763592198491,0.0002099999983329,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1134,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,97.5,0.0055874856188893,0.0002200000017182,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1135,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,112.5,0.0054490733891725,0.0001999999949475,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1136,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,127.5,0.0053448299877345,0.0001800000027287,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
1137,8.847000122070312,5.360000133514404,0.4850000143051147,-0.5085099935531616,142.5,0.0052706999704241,0.0001800000027287,-1.970074944790192,-0.31,-0.1418923906636972,0.0040263659710178
